"id","from_location_id","to_location_id","distance","time","route"
1,1,1,"0",0,"0102000020E61000000200000016BD5301F77C434057CD7344BE85464016BD5301F77C434057CD7344BE854640"
2,1,2,"11.773",2263,"0102000020E61000002B01000016BD5301F77C434057CD7344BE8546406688635DDC7C43402B6A300DC3854640CE5147C7D57C434078D32D3BC48546401766A19DD37C43403CA1D79FC48546403CD862B7CF7C4340834D9D47C58546407F2F8507CD7C4340E09C11A5BD8546404B5645B8C97C43404ACE893DB48546403562669FC77C43409B3BFA5FAE854640DDB243FCC37C43409AEAC9FCA38546406F0F4240BE7C43401A8BA6B3938546407768588CBA7C43407842AF3F8985464018946934B97C4340FDBCA94885854640ECDFF599B37C4340DC65BFEE748546409CA6CF0EB87C4340F4C1323674854640643DB5FAEA7C4340EC4B361E6C85464011001C7BF67C4340F92D3A596A854640A3AD4A22FB7C4340118AADA0698546405BEA20AF077D43409B8D959867854640145B41D3127D43409604A8A965854640DD7D8E8F167D43404F58E20165854640CA3505323B7D43403B00E2AE5E85464080B9162D407D4340116DC7D45D85464055DB4DF04D7D4340789ACC785B85464037DF88EE597D434032225168598546408CF84ECC7A7D4340E197FA7953854640EF552B137E7D43406A6798DA528546405F950B957F7D43404791B58652854640B2BB4049817D434023BBD232528546401D3EE944827D434041D47D005285464069A7E672837D43408F71C5C5518546409EB47059857D4340CAA31B615185464050E3DEFC867D4340A7CD380D518546404F0647C9AB7D434063F19BC24A85464062307F85CC7D4340D734EF3845854640EBFF1CE6CB7D4340E316F37343854640B6BE4868CB7D4340D2DF4BE141854640CAF962EFC57D4340C9B08A373285464095B88E71C57D4340E7FD7F9C30854640AD1402B9C47D43403012DA722E8546408A3E1F65C47D4340C58F31772D854640AA27F38FBE7D43405D8C81751C854640F92CCF83BB7D4340C0CC77F0138546409A249694BB7D4340E50AEF7211854640E9297288B87D434055F99E91088546409012BBB6B77D43407A37161406854640F60B76C3B67D4340EC12D55B03854640D099B4A9BA7D4340465ED6C402854640963D096CCE7D434024F0879FFF8446401EC2F869DC7D43405B99F04BFD844640448B6CE7FB7D4340F2B22616F88446400DE2033BFE7D4340FE60E0B9F78446403541D47D007E4340DB8AFD65F78446408FA9BBB20B7E434059E02BBAF5844640363AE7A7387E43405036E50AEF844640E3FC4D28447E43402D944C4EED84464029417FA1477E434028D714C8EC8446400403081F4A7E434063096B63EC844640118DEE20767E434085268925E584464091B8C7D2877E4340151BF33AE2844640E867EA758B7E43406F66F4A3E18446402EAC1BEF8E7E4340992D5915E18446405E81E849997E43405872158BDF844640C4EE3B86C77E43401A87FA5DD88446400B09185DDE7E4340344B02D4D4844640C87DAB75E27E43401C23D923D48446404FB16A10E67E434046EA3D95D3844640BE13B35E0C7F4340F65FE7A6CD84464078F2E9B12D7F43401C06F357C88446407C478D09317F4340E7C41EDAC784464046D26EF4317F4340A6D590B8C7844640B05417F0327F434064E60297C78446407F68E6C9357F4340FF209221C7844640ED0BE8853B7F43400612143FC6844640D7DCD1FF727F4340B7EF517FBD8446400BB6114F767F4340B1321AF9BC844640389ECF807A7F43406A865451BC844640ACCABE2B827F43404DA1F31ABB844640431EC18D947F4340AE11C138B88446405CE84A04AA7F4340D940BAD8B48446400135B56CAD7F4340D3838252B48446408177F2E9B17F4340ECDFF599B38446402FA86F99D37F4340E8BE9CD9AE844640F69672BED87F43408FA7E507AE844640EB73B515FB7F434045DAC69FA88446408E588B4F01804340DA571EA4A78446403271AB200680434022382EE3A6844640605969520A804340DB8B683BA6844640799109F8358043404F0306499F844640FB2477D844804340B6300BED9C844640E8A221E3518043402FFD4B5299844640A54BFF92548043404759BF9998844640C4B5DAC35E804340193DB7D0958446408D0C72176180434043041C42958446404DA25EF069804340DE72F56393844640014D840D4F8143403E247CEF6F844640116DC7D45D81434033DE567A6D844640863B17467A81434095826E2F6984464038BBB54C868143406075E44867844640CB9C2E8B89814340E94482A966844640F81C588E90814340CC5F217365844640BBD39D279E81434086E7A5626384464037AAD381AC81434010EB8D5A618446400473F4F8BD814340D5EC815660844640A032FE7DC6814340E19A3BFA5F84464031444E5FCF814340ED48F59D5F844640349F73B7EB814340520E66136084464080F10C1AFA8143408D0C721761844640C1C9367007824340C80A7E1B62844640580053060E824340CEC7B5A16284464055302AA91382434003098A1F63844640F374AE282582434044C4CDA96484464067F2CD363782434055FB743C6684464042B456B439824340C66E9F5566844640982F2FC03E82434078D15790668446401DB0ABC953824340075E2D7766844640956588635D824340130CE71A6684464068EBE0606F824340FCE3BD6A6584464080812040868243405C548B8862844640F4328AE5968243407CD5CA845F84464006BB61DBA2824340BF2CEDD45C844640A703594FAD8243406649809A5A8446401A19E42EC28243403961C268568446404D0F0A4AD182434076FBAC3253844640E6E786A6EC8243401AC39CA04D844640548B8862F2824340CD599F724C844640F437A11001834340643F8BA548844640944C4EED0C834340B935E9B64484464039B69E211C834340401878EE3D8446408FA50F5D5083434093382BA226844640E20511A969834340CE1951DA1B8446407C293C6876834340D1E9793716844640906AD8EF89834340B24B546F0D844640462234828D83434089EC832C0B84464092239D81918343407FDAA84E07844640207C28D1928343409F5BE84A048446406728EE7893834340E8A38CB8008446401366DAFE958343401D774A07EB834640E179A9D8988343408995D1C8E7834640B1C1C2499A8343406002B7EEE683464045D7851F9C834340BF0AF0DDE6834640F56915FDA1834340B35C363AE7834640925D6919A98343401EDFDE35E883464052103CBEBD834340D5CA845FEA8346405AF44E05DC8343407A17EFC7ED83464081EB8A19E183434050508A56EE83464037A968ACFD8343406CCD565EF2834640E63BF88903844340C5E40D30F3834640030AF5F4118443409AE95E27F5834640A9DBD9571E844340F9BD4D7FF68346405AF3E32F2D84434075ABE7A4F783464060CD018239844340E02D90A0F8834640D6E6FF5547844340DA3C0E83F9834640B403AE2B66844340A393A5D6FB834640ADDEE17668844340857AFA08FC834640F48AA71E6984434009C1AA7AF9834640A6B915C26A8443407F6C921FF1834640467D923B6C8443407DB3CD8DE98346400EA0DFF76F844340B6DB2E34D783464054E41071738443400CE9F010C68346403A2009FB768443403E20D099B4834640B1506B9A77844340BDA94885B1834640B01C21037984434091291F82AA834640F1D7648D7A8443404D81CCCEA2834640A88FC01F7E8443403FC91D3691834640BE4F55A18184434053E751F17F83464057EE056685844340AA285E656D8346408AC745B58884434048E2E5E95C834640A087DA368C8443405C001AA54B834640AC014A438D8443403509DE9046834640E1421EC18D8443405A47551344834640A053909F8D844340DE8D05854183464053CC41D0D1844340A77686A92D8346402786E464E284434092EA3BBF288346406DE7FBA9F184434070B037312483464034A2B437F88443406B274A4222834640001AA54BFF84434084B7072120834640B83F170D19854340410FB56D188346400492B06F27854340D237691A14834640FDDAFAE93F854340ACA8C1340C834640562C7E53588543408CD651D50483464036B1C0577485434073F56393FC824640A18499B67F854340E013EB54F98246409EB4705985854340CFDC43C2F782464067D7BD1589854340645A9BC6F682464066A3737E8A854340CF108E59F682464083A5BA8097854340B493C151F28246403ECF9F36AA854340B763EAAEEC82464023F3C81F0C86434060AE450BD0824640F9484A7A1886434044317903CC82464053B131AF23864340C3BAF1EEC8824640021077F52A864340B2834A5CC78246402975C938468643406EDBF7A8BF824640E44D7E8B4E864340A5846055BD824640DD79E2395B864340789CA223B9824640E4BB94BA64864340AE450BD0B6824640CDE49B6D6E864340225514AFB28246406D74CE4F718643406478EC67B1824640EDB60BCD75864340CAA5F10BAF8246404432E4D87A864340FB912232AC82464000732D5A8086434009A87004A98246406268757286864340F9D85DA0A482464018EC866D8B864340BA85AE44A0824640C32973F38D86434020B3B3E89D824640742497FF908643404CE2AC889A824640A3409FC89386434024B726DD96824640EF75525F9686434079AD84EE928246401B2AC6F99B8643401363997E89824640C2DEC4909C864340A8E0F08288824640967B8159A1864340E259828C8082464076C6F7C5A58643408198840B79824640FD2D01F8A78643406BD8EF8975824640D787F546AD86434016F9F5436C8246409AED0A7DB0864340BAC0E5B1668246409F93DE37BE8643401F80D4264E824640D829560DC2864340D6E6FF5547824640DAAED007CB864340EF8D2100388246404B732B84D586434040DEAB5626824640C3F4BD86E08643407FF78E1A1382464038BD8BF7E386434011548D5E0D82464068925852EE864340253E7782FD8146407E1EA33CF3864340FAF19716F5814640236B0DA5F68643403EB14E95EF81464044A51133FB864340A7AE7C96E7814640E9F17B9BFE864340CE548847E2814640043BFE0B048743406DC7D45DD9814640397CD28904874340D3C08F6AD88146401AFB928D07874340B1868BDCD3814640FA4509FA0B8743407958A835CD81464063601DC70F874340003B376DC68146404E250340158743406F29E78BBD814640DAE1AFC91A874340986BD102B4814640274BADF71B874340CF143AAFB1814640C251F2EA1C8743401DE6CB0BB0814640E527D53E1D874340B8205B96AF8146403D0B42791F8743403D9B559FAB814640BFB51325218743409E0B23BDA8814640F5F6E7A221874340757808E3A781464053CBD6FA228743409AB67F65A5814640289CDD5A26874340C3499A3FA6814640FCC3961E4D874340CA8B4CC0AF8146401B62BCE655874340F2EA1C03B28146404AB20E475787434016C1FF56B2814640DE9387855A8743409E5C5320B3814640FEEF880AD58743401EA5129ED08146404E637B2DE88743406F63B323D58146409EEDD11BEE87434064E94317D4814640419E5DBEF5874340C425C79DD28146409B3A8F8AFF8743404F5DF92CCF8146400F9BC8CC05884340A453573ECB814640AB5AD2510E8843402A36E675C48146408750A5660F8843404F401361C3814640A5A31CCC2688434084471B47AC81464016342DB132884340A1DB4B1AA38146406F9C14E63D884340EB8B84B69C81464094F77134478843409A9999999981464087FE092E568843409544F64196814640E8BF07AF5D8843405A46EA3D9581464009FA0B3D62884340250516C094814640A721AAF067884340E415889E94814640100874266D884340A226FA7C948146409758198D7C884340377007EA948146406B2920ED7F884340A8E3310395814640EC6B5D6A8488434019575C1C95814640E884D04197884340307F85CC958146409C6C0377A088434024D1CB28968146407DEBC37AA38843409544F64196814640452BF702B3884340DCF0BBE996814640A9BC1DE1B48843407DE882FA96814640A0FB7266BB88434000C79E3D97814640B9C5FCDCD0884340A67B9DD4978146404A287D21E48843403BC5AA4198814640B493C151F2884340CA51802898814640C5387F130A894340D6FF39CC9781464078431A15388943406B7D91D0968146406D1ADB6B4189434048A7AE7C9681464015C8EC2C7A894340BF0B5BB39581464091813CBB7C894340EF8FF7AA95814640DA20938C9C89434019575C1C95814640D5E8D500A58943402BC24D4695814640BC41B456B4894340D73384639681464030F31DFCC489434094DC611399814640881057CEDE89434068791EDC9D81464047ACC5A7008A43408E3C1059A481464083A3E4D5398A434083DF8618AF8146408C81751C3F8A4340ED612F14B0814640AED85F764F8A4340CEE0EF17B3814640CD76853E588A4340800F5EBBB4814640C8ED974F568A4340D78A36C7B9814640C634D3BD4E8A4340664B5645B8814640C58CF0F6208A4340B8205B96AF814640D8F15F20088A4340857B65DEAA81464088D68A36C7894340910C39B69E8146400A647616BD8943400F62670A9D8146406BB75D68AE89434099654F029B814640C8B5A1629C89434010CAFB389A8146408F19A88C7F894340E1455F419A814640F46A80D25089434069E1B20A9B814640E57E87A240894340CEA623809B814640836C59BE2E8943402101A3CB9B814640"
3,1,3,"2.099",448,"0102000020E61000004A00000016BD5301F77C434057CD7344BE8546406688635DDC7C43402B6A300DC3854640CE5147C7D57C434078D32D3BC48546401766A19DD37C43403CA1D79FC48546403CD862B7CF7C4340834D9D47C5854640486FB88FDC7C43405F9A22C0E98546405E2F4D11E07C43402AAA7EA5F3854640A4A7C821E27C43404BB0389CF98546403EAE0D15E37C4340D8D47954FC8546405C936E4BE47C43407764AC36FF85464063D520CCED7C4340357BA01518864640DFC2BAF1EE7C4340BB46CB811E864640D769A4A5F27C4340A9F8BF232A86464083DBDAC2F37C4340DDD1FF722D864640685E0EBBEF7C43408386FE092E8646408F386403E97C4340EE08A7052F864640CA198A3BDE7C4340FF3F4E9830864640C72C7B12D87C4340F94ECC7A318646407506465ED67C43407B2DE8BD31864640C784984BAA7C4340317DAF2138864640A374E95F927C4340473D44A33B86464040170D198F7C4340AC02B5183C864640054D4BAC8C7C4340A054FB743C864640B7F0BC546C7C4340027E8D244186464096B036C64E7C43407155D977458646401C42959A3D7C43404C1762F547864640DF8AC404357C434069FCC22B49864640E4F6CB272B7C434009C03FA54A8646409C16BCE82B7C43409DD5027B4C864640EAB303AE2B7C4340616F62484E864640021077F52A7C43408411FB0450864640B5A679C7297C4340354069A851864640A46FD234287C4340350C1F11538646409FE6E445267C434052F17F47548646404703780B247C43401C7C613255864640132A38BC207C4340E606431D568646401CEBE2361A7C43406FD6E07D55864640C0B2D2A4147C4340CF126404548646406FF4311F107C4340C9552C7E5386464091459A78077C4340350C1F115386464089CF9D60FF7B4340295E656D538646403C1570CFF37B43400A11700855864640CFD90242EB7B4340577A6D3656864640F6B3588AE47B4340F180B229578646406F2F698CD67B4340F609A018598646405793A7ACA67B43405EBC1FB75F864640234C512E8D7B4340747CB43863864640C284D1AC6C7B4340C53A55BE67864640C614AC71367B4340F777B6476F864640D55E44DB317B43400EA0DFF76F864640E3A8DC442D7B4340C6BFCFB870864640FCE1E7BF077B4340992842EA76864640739EB12FD97A43400D5531957E864640F2272A1BD67A43408942CBBA7F86464058552FBFD37A4340BE4F55A1818646404E4354E1CF7A4340AA7CCF488486464025B03907CF7A43401BBCAFCA8586464008CBD8D0CD7A4340EA03C93B8786464068075C57CC7A4340A8E0F082888646404565C39ACA7A434084D6C39789864640706072A3C87A43404E61A5828A86464089F02F82C67A4340950D6B2A8B864640B9A81611C57A4340B9E34D7E8B86464019E59997C37A43409BCAA2B08B864640AA0D4E44BF7A43406B4606B98B8646401D1D5723BB7A434042B3EBDE8A864640F5F1D077B77A43406000E14389864640B0AD9FFEB37A4340F67D384888864640D8BB3FDEAB7A43402079E75086864640FF959526A57A434056BABBCE868646407E5358A9A07A43400EDAAB8F8786464083BF5FCC967A43407E198C11898646403293A8177C7A4340DB85E63A8D864640C4D2C08F6A7A434069AA27F38F864640"
